title,description,price,status,url,date_public
Кроссовки фірмові,"Кроссовки дуже міцні, якісні. На сина замалі, носив мало, нога швидко росте в підлітка. Зручні, сама міряла, але на мене малі.Продаю за смішну ціну, але знаю, що всім зараз не легко. 23см.по стельці. Пересилаю!",350,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/krossovki-frmov-IDLl9Nh.html?sd=1,Опубліковано Сьогодні о 11:27
набір Дриль і гвинтики,Розвиваючий набір для будівництва Дриль і гвинтики від Educational Insights . Все як на фото,400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/nabr-dril-gvintiki-IDQQxgH.html?sd=1,Опубліковано Сьогодні о 11:28
Очки пластиковые детские,"Детские пластиковые очки. На резинке. Длина очков 13,8 см, ширина 6,2 см. Смотреть на Салтовке. Отправлю почтой по предоплате. Олх-доставка.",30,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/ochki-plastikovye-detskie-IDQB5Qe.html?sd=1,Опубліковано Сьогодні о 11:26
Шапка супергероя,"Шапка супергероя, довольно хорошего качества, в новом состояние, отправляю олх доставкой или почтой.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/shapka-supergeroya-IDR8qSp.html?sd=1,Опубліковано Сьогодні о 11:29
Ромпер George стан нового,"Ромпер George дуже красивий
Розмір 1.5-2 рочки, стан нового
.
Дивіться інші мої оголошення",100,Бізнес,https://www.olx.ua/d/uk/obyavlenie/romper-george-stan-novogo-IDR8qYv.html?sd=1,Опубліковано Сьогодні о 11:31
Спальник детский,Спальник в отличном состоянии. Тёплый. Из ньюансов только микро катышки. Размер 70,150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/spalnik-detskiy-IDR8qRB.html?sd=1,Опубліковано Сьогодні о 11:29
"Ігровий набір ""Пірати Чорного моря""","Інтелектуально - пізнавальний ігровий набір ""Пірати Чорного моря"" новый. Упаковка прим'ята з однієї сторони (є можливість підрівняти). Торг.",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/groviy-nabr-prati-chornogo-morya-IDR8qT2.html?sd=1,Опубліковано Сьогодні о 11:29
Демісезонний пуховий жилет Reima Fauna для дівчинки,"Демісезонний пуховий жилет Reima Fauna

Тепленька та легесенька жилетка для дівчинки, чи мами.

Розмір 164 в наявності
Колір - малино-рожевий

Водо- та брудовідштовхувальне покриття BIONIC-FINISH®ECO 
Гладка поліефірна підкладка 
Ізоляція пуху/піра (80%/20%), потужність наповнення 650 
Сертифікований стандарт відповідального пуху та пуху  
Дві бічні кишені 
Температурний режим від +5 до -10°C

Жилетка нова, без бірок. Товар зразок Reimа, оригінал.",890,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/demsezonniy-puhoviy-zhilet-reima-fauna-dlya-dvchinki-IDO1dHQ.html?sd=1,Опубліковано Сьогодні о 11:29
Набір для хлопчика боді з брюками,Комплект для малючка! Боді H&M розмір 4-6 місяців! Штани Sergent Major розмір 68 на 6 місяців! Стан дуже гарний,120,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/nabr-dlya-hlopchika-bod-z-bryukami-IDOIJkZ.html?sd=1,Опубліковано Сьогодні о 11:30
"Пижама, пижама на девочку, раздельная пижама","Отличное состояние, очень мягкая , красивая. На 8-9 лет.
Пересылаю смотрите все мои объявления. Олх доставка по УП или НП",130,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/pizhama-pizhama-na-devochku-razdelnaya-pizhama-IDR8qOo.html?sd=1,Опубліковано Сьогодні о 11:27
